order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-04-10,2023,2,4,April,Asia Pacific,China,Clothing,Footwear,Corporate,15,132.63,1989.45,1152.89,836.56,0.4205
2023-12-14,2023,4,12,December,Asia Pacific,China,Clothing,Kids,Corporate,1,91.01,91.01,61.57,29.44,0.3235
2022-04-01,2022,2,4,April,North America,Canada,Office Supplies,Appliances,Corporate,10,49.33,493.3,272.01,221.29,0.4486
2023-12-17,2023,4,12,December,Latin America,Chile,Electronics,Wearables,Corporate,3,264.26,792.78,685.53,107.25,0.1353
2023-02-13,2023,1,2,February,Asia Pacific,Japan,Electronics,Phones,Home Office,15,850.29,12754.35,9838.75,2915.6,0.2286
2023-09-24,2023,3,9,September,Asia Pacific,Australia,Office Supplies,Writing,Corporate,16,17.09,273.44,185.28,88.16,0.3224
2022-07-24,2022,3,7,July,North America,Mexico,Office Supplies,Writing,Corporate,10,2.95,29.5,16.34,13.16,0.4461
2024-02-18,2024,1,2,February,Latin America,Peru,Electronics,Accessories,Consumer,16,125.0,2000.0,1477.5,522.5,0.2612
2024-04-15,2024,2,4,April,North America,Canada,Electronics,Wearables,Consumer,13,515.09,6696.17,4918.99,1777.18,0.2654
2023-08-31,2023,3,8,August,Europe,Spain,Electronics,Wearables,Consumer,8,306.33,2450.64,1935.5,515.14,0.2102
2024-01-31,2024,1,1,January,Asia Pacific,China,Clothing,Kids,Corporate,5,42.8,214.0,147.61,66.39,0.3102
2023-10-07,2023,4,10,October,North America,Mexico,Furniture,Storage,Corporate,14,457.53,6405.42,3994.92,2410.5,0.3763
2022-06-17,2022,2,6,June,Asia Pacific,Japan,Furniture,Chairs,Consumer,1,128.59,128.59,102.8,25.79,0.2006
2022-05-19,2022,2,5,May,Latin America,Peru,Electronics,Phones,Small Business,9,322.74,2904.66,1864.96,1039.7,0.3579
2024-08-15,2024,3,8,August,Asia Pacific,China,Clothing,Footwear,Small Business,9,187.47,1687.23,725.24,961.99,0.5702
2023-07-16,2023,3,7,July,North America,Canada,Office Supplies,Paper,Home Office,5,8.1,40.5,24.92,15.58,0.3847
2022-11-12,2022,4,11,November,North America,United States,Electronics,Accessories,Small Business,9,129.82,1168.38,869.55,298.83,0.2558
2024-08-02,2024,3,8,August,North America,United States,Office Supplies,Paper,Corporate,17,20.38,346.46,197.41,149.05,0.4302
2023-07-17,2023,3,7,July,North America,United States,Furniture,Tables,Consumer,6,770.39,4622.34,3389.63,1232.71,0.2667
2023-08-22,2023,3,8,August,North America,United States,Furniture,Chairs,Corporate,13,249.87,3248.31,2318.55,929.76,0.2862
2022-11-02,2022,4,11,November,North America,United States,Furniture,Desks,Corporate,5,1123.13,5615.65,4261.86,1353.79,0.2411
2024-04-20,2024,2,4,April,Asia Pacific,Singapore,Office Supplies,Paper,Corporate,8,8.62,68.96,53.2,15.76,0.2285
2022-04-06,2022,2,4,April,Asia Pacific,India,Furniture,Storage,Home Office,18,145.5,2619.0,2072.32,546.68,0.2087
2024-10-24,2024,4,10,October,North America,United States,Clothing,Kids,Consumer,2,115.11,230.22,133.13,97.09,0.4217
2022-09-28,2022,3,9,September,North America,United States,Furniture,Desks,Consumer,13,826.79,10748.27,8545.53,2202.74,0.2049
2023-08-24,2023,3,8,August,Latin America,Peru,Clothing,Men,Corporate,15,111.91,1678.65,813.26,865.39,0.5155
2022-12-08,2022,4,12,December,Europe,United Kingdom,Furniture,Storage,Corporate,13,628.95,8176.35,4536.5,3639.85,0.4452
2024-11-25,2024,4,11,November,Asia Pacific,China,Clothing,Women,Consumer,5,12.39,61.95,38.32,23.63,0.3814
2024-05-12,2024,2,5,May,North America,Mexico,Electronics,Wearables,Corporate,16,496.53,7944.48,6066.32,1878.16,0.2364
2022-10-29,2022,4,10,October,Asia Pacific,Australia,Furniture,Tables,Consumer,5,264.6,1323.0,788.39,534.61,0.4041
2023-10-18,2023,4,10,October,North America,Mexico,Electronics,Phones,Consumer,18,1028.32,18509.76,15198.97,3310.79,0.1789
2023-09-17,2023,3,9,September,Latin America,Argentina,Electronics,Wearables,Consumer,9,158.77,1428.93,912.46,516.47,0.3614
2022-06-16,2022,2,6,June,Asia Pacific,Australia,Clothing,Women,Corporate,9,169.06,1521.54,893.01,628.53,0.4131
2022-12-03,2022,4,12,December,Europe,Italy,Clothing,Women,Home Office,7,154.01,1078.07,497.31,580.76,0.5387
2024-06-29,2024,2,6,June,North America,Mexico,Furniture,Storage,Consumer,3,60.42,181.26,134.3,46.96,0.2591
2023-04-10,2023,2,4,April,Asia Pacific,Australia,Electronics,Phones,Consumer,15,1139.93,17098.95,13681.6,3417.35,0.1999
2024-01-02,2024,1,1,January,Asia Pacific,Japan,Electronics,Accessories,Consumer,10,46.03,460.3,301.09,159.21,0.3459
2023-06-05,2023,2,6,June,Europe,United Kingdom,Clothing,Footwear,Small Business,6,237.87,1427.22,871.23,555.99,0.3896
2024-11-20,2024,4,11,November,Asia Pacific,Australia,Electronics,Laptops,Corporate,12,1830.73,21968.76,16617.42,5351.34,0.2436
2022-04-14,2022,2,4,April,Asia Pacific,Australia,Clothing,Women,Consumer,2,94.03,188.06,75.49,112.57,0.5986
2024-06-09,2024,2,6,June,Asia Pacific,Singapore,Electronics,Wearables,Corporate,13,355.3,4618.9,3300.17,1318.73,0.2855
2023-10-12,2023,4,10,October,Europe,Italy,Furniture,Storage,Home Office,15,593.12,8896.8,5436.81,3459.99,0.3889
2022-03-18,2022,1,3,March,Europe,Germany,Furniture,Storage,Small Business,6,195.25,1171.5,873.13,298.37,0.2547
2022-04-25,2022,2,4,April,Latin America,Peru,Clothing,Kids,Small Business,11,56.92,626.12,396.99,229.13,0.366
2022-12-12,2022,4,12,December,Asia Pacific,Australia,Furniture,Chairs,Home Office,15,519.25,7788.75,6147.36,1641.39,0.2107
2024-03-31,2024,1,3,March,North America,Mexico,Office Supplies,Paper,Corporate,5,10.56,52.8,24.39,28.41,0.5381
2022-09-30,2022,3,9,September,Europe,Italy,Furniture,Desks,Consumer,15,539.49,8092.35,4703.9,3388.45,0.4187
2022-06-11,2022,2,6,June,Europe,Germany,Clothing,Footwear,Consumer,16,223.96,3583.36,2228.35,1355.01,0.3781
2023-11-13,2023,4,11,November,Latin America,Brazil,Electronics,Accessories,Corporate,13,73.65,957.45,810.82,146.63,0.1531
2023-09-14,2023,3,9,September,Europe,France,Electronics,Wearables,Consumer,10,228.44,2284.4,1775.58,508.82,0.2227
2024-10-02,2024,4,10,October,Asia Pacific,Singapore,Office Supplies,Paper,Small Business,4,21.93,87.72,53.61,34.11,0.3889
2023-08-10,2023,3,8,August,Europe,Italy,Electronics,Phones,Small Business,5,458.16,2290.8,1823.16,467.64,0.2041
2024-12-28,2024,4,12,December,North America,United States,Office Supplies,Binders,Consumer,16,28.97,463.52,227.0,236.52,0.5103
2023-02-06,2023,1,2,February,North America,Canada,Clothing,Men,Home Office,7,19.31,135.17,90.41,44.76,0.3311
2022-08-04,2022,3,8,August,Europe,United Kingdom,Electronics,Accessories,Consumer,8,71.74,573.92,388.67,185.25,0.3228
2023-07-09,2023,3,7,July,North America,Mexico,Office Supplies,Paper,Small Business,18,27.28,491.04,322.56,168.48,0.3431
2024-08-05,2024,3,8,August,Latin America,Peru,Electronics,Wearables,Corporate,8,158.73,1269.84,845.88,423.96,0.3339
2023-04-27,2023,2,4,April,Europe,Spain,Office Supplies,Binders,Home Office,18,16.28,293.04,216.41,76.63,0.2615
2024-05-28,2024,2,5,May,North America,United States,Furniture,Chairs,Consumer,15,328.71,4930.65,3924.18,1006.47,0.2041
2023-06-12,2023,2,6,June,Latin America,Argentina,Office Supplies,Appliances,Corporate,18,130.02,2340.36,1083.33,1257.03,0.5371
2023-06-10,2023,2,6,June,Asia Pacific,Singapore,Clothing,Footwear,Small Business,9,217.74,1959.66,1151.72,807.94,0.4123
2022-12-07,2022,4,12,December,North America,Canada,Electronics,Phones,Consumer,15,989.29,14839.35,9876.69,4962.66,0.3344
2022-04-06,2022,2,4,April,Europe,Spain,Electronics,Phones,Home Office,17,719.61,12233.37,8658.05,3575.32,0.2923
2024-08-31,2024,3,8,August,North America,United States,Electronics,Laptops,Corporate,6,1521.11,9126.66,7809.18,1317.48,0.1444
2022-10-29,2022,4,10,October,Europe,United Kingdom,Office Supplies,Binders,Corporate,8,6.14,49.12,24.06,25.06,0.5102
2023-04-24,2023,2,4,April,North America,Canada,Electronics,Wearables,Consumer,18,170.45,3068.1,2270.77,797.33,0.2599
2022-08-13,2022,3,8,August,Asia Pacific,Singapore,Furniture,Storage,Consumer,17,499.27,8487.59,5601.77,2885.82,0.34
2024-06-20,2024,2,6,June,Europe,France,Clothing,Kids,Corporate,10,108.42,1084.2,694.52,389.68,0.3594
2024-10-29,2024,4,10,October,Asia Pacific,Singapore,Electronics,Wearables,Small Business,16,133.49,2135.84,1710.19,425.65,0.1993
2024-10-15,2024,4,10,October,Asia Pacific,Australia,Clothing,Women,Corporate,16,167.89,2686.24,1409.39,1276.85,0.4753
2022-05-12,2022,2,5,May,North America,United States,Office Supplies,Paper,Home Office,3,24.12,72.36,33.12,39.24,0.5423
2024-11-27,2024,4,11,November,Europe,Spain,Office Supplies,Paper,Home Office,6,22.78,136.68,70.68,66.0,0.4829
2022-04-08,2022,2,4,April,Asia Pacific,China,Office Supplies,Appliances,Corporate,7,275.24,1926.68,985.25,941.43,0.4886
2022-11-04,2022,4,11,November,North America,Mexico,Electronics,Laptops,Consumer,6,1502.01,9012.06,7635.76,1376.3,0.1527
2023-08-04,2023,3,8,August,Asia Pacific,India,Electronics,Accessories,Small Business,10,137.71,1377.1,1192.94,184.16,0.1337
2024-06-15,2024,2,6,June,Europe,Spain,Office Supplies,Binders,Consumer,15,32.59,488.85,232.21,256.64,0.525
2023-06-19,2023,2,6,June,North America,Canada,Clothing,Footwear,Consumer,5,227.89,1139.45,704.1,435.35,0.3821
2024-02-09,2024,1,2,February,Europe,Germany,Furniture,Desks,Consumer,3,1172.4,3517.2,2058.78,1458.42,0.4147
2024-10-05,2024,4,10,October,Latin America,Peru,Clothing,Women,Home Office,17,190.51,3238.67,1807.18,1431.49,0.442
2022-06-18,2022,2,6,June,North America,United States,Electronics,Phones,Consumer,6,1103.37,6620.22,4478.5,2141.72,0.3235
2022-03-10,2022,1,3,March,Asia Pacific,Singapore,Electronics,Wearables,Corporate,6,627.24,3763.44,2713.75,1049.69,0.2789
2023-01-29,2023,1,1,January,North America,Canada,Office Supplies,Paper,Corporate,11,14.32,157.52,112.31,45.21,0.287
2023-01-12,2023,1,1,January,Asia Pacific,India,Electronics,Wearables,Corporate,17,224.86,3822.62,3089.52,733.1,0.1918
2023-06-28,2023,2,6,June,North America,United States,Furniture,Desks,Consumer,8,358.34,2866.72,2012.09,854.63,0.2981
2024-09-13,2024,3,9,September,North America,United States,Furniture,Chairs,Consumer,13,377.55,4908.15,3270.7,1637.45,0.3336
2022-07-19,2022,3,7,July,Asia Pacific,Australia,Furniture,Chairs,Consumer,16,130.59,2089.44,1569.9,519.54,0.2487
2023-03-13,2023,1,3,March,North America,Mexico,Electronics,Wearables,Consumer,16,317.05,5072.8,4319.68,753.12,0.1485
2022-07-28,2022,3,7,July,Europe,France,Office Supplies,Writing,Small Business,13,10.4,135.2,88.27,46.93,0.3471
2022-11-11,2022,4,11,November,Latin America,Brazil,Office Supplies,Writing,Consumer,1,10.67,10.67,8.26,2.41,0.2259
2023-06-22,2023,2,6,June,Latin America,Colombia,Furniture,Tables,Consumer,2,460.67,921.34,607.02,314.32,0.3412
2022-04-22,2022,2,4,April,North America,Mexico,Furniture,Desks,Corporate,4,180.17,720.68,486.23,234.45,0.3253
2023-11-27,2023,4,11,November,Asia Pacific,Singapore,Furniture,Storage,Consumer,16,556.22,8899.52,6477.05,2422.47,0.2722
2022-08-29,2022,3,8,August,North America,United States,Clothing,Kids,Corporate,6,107.25,643.5,295.42,348.08,0.5409
2024-01-20,2024,1,1,January,Europe,France,Electronics,Accessories,Corporate,11,97.53,1072.83,734.13,338.7,0.3157
2024-05-26,2024,2,5,May,North America,Mexico,Furniture,Desks,Consumer,16,1357.47,21719.52,12816.64,8902.88,0.4099
2024-06-27,2024,2,6,June,Asia Pacific,Australia,Office Supplies,Binders,Corporate,11,31.71,348.81,203.83,144.98,0.4156
2023-09-05,2023,3,9,September,Europe,Spain,Furniture,Storage,Small Business,1,437.95,437.95,309.26,128.69,0.2938
2022-12-14,2022,4,12,December,Asia Pacific,China,Furniture,Storage,Small Business,4,364.69,1458.76,910.32,548.44,0.376
2022-02-21,2022,1,2,February,North America,Canada,Electronics,Accessories,Consumer,6,93.31,559.86,479.99,79.87,0.1427
2023-07-30,2023,3,7,July,Asia Pacific,Australia,Furniture,Tables,Small Business,18,386.77,6961.86,5672.81,1289.05,0.1852
2024-04-02,2024,2,4,April,North America,United States,Clothing,Women,Small Business,2,158.91,317.82,140.84,176.98,0.5569
2023-09-07,2023,3,9,September,Europe,France,Clothing,Men,Corporate,17,117.91,2004.47,923.26,1081.21,0.5394
2024-03-13,2024,1,3,March,Asia Pacific,Singapore,Office Supplies,Writing,Corporate,2,10.02,20.04,13.39,6.65,0.3318
2023-01-28,2023,1,1,January,Asia Pacific,India,Electronics,Phones,Corporate,3,665.66,1996.98,1457.28,539.7,0.2703
2023-02-16,2023,1,2,February,Asia Pacific,China,Office Supplies,Writing,Consumer,3,15.35,46.05,24.54,21.51,0.4671
2022-04-13,2022,2,4,April,Asia Pacific,Australia,Electronics,Laptops,Consumer,17,1617.31,27494.27,21397.64,6096.63,0.2217
2024-08-26,2024,3,8,August,Europe,France,Furniture,Tables,Consumer,16,1094.17,17506.72,14039.45,3467.27,0.1981
2023-11-07,2023,4,11,November,Asia Pacific,Australia,Office Supplies,Paper,Corporate,3,5.83,17.49,11.04,6.45,0.3688
2024-08-30,2024,3,8,August,Asia Pacific,Singapore,Office Supplies,Writing,Corporate,7,16.03,112.21,53.59,58.62,0.5224
2023-08-08,2023,3,8,August,Asia Pacific,Singapore,Clothing,Kids,Consumer,16,111.45,1783.2,976.99,806.21,0.4521
2024-11-05,2024,4,11,November,Europe,Italy,Clothing,Kids,Small Business,7,42.95,300.65,196.39,104.26,0.3468
2024-08-13,2024,3,8,August,Asia Pacific,India,Office Supplies,Binders,Home Office,12,13.55,162.6,125.44,37.16,0.2285
2022-04-15,2022,2,4,April,North America,Canada,Furniture,Desks,Corporate,3,1310.91,3932.73,2528.57,1404.16,0.357
2022-06-16,2022,2,6,June,Latin America,Colombia,Electronics,Wearables,Small Business,18,112.4,2023.2,1447.68,575.52,0.2845
2023-06-06,2023,2,6,June,Europe,Italy,Electronics,Phones,Corporate,13,476.25,6191.25,4002.67,2188.58,0.3535
2024-04-02,2024,2,4,April,Asia Pacific,India,Clothing,Footwear,Consumer,10,154.52,1545.2,717.45,827.75,0.5357
2023-02-17,2023,1,2,February,North America,Canada,Furniture,Desks,Corporate,8,410.22,3281.76,1883.74,1398.02,0.426
2022-12-04,2022,4,12,December,Europe,Germany,Furniture,Tables,Corporate,17,897.18,15252.06,12348.18,2903.88,0.1904
2023-10-22,2023,4,10,October,North America,United States,Clothing,Footwear,Consumer,7,80.6,564.2,335.91,228.29,0.4046
2022-06-18,2022,2,6,June,Latin America,Brazil,Electronics,Phones,Consumer,1,287.29,287.29,193.45,93.84,0.3266
2022-01-27,2022,1,1,January,North America,Canada,Furniture,Chairs,Corporate,17,407.35,6924.95,5351.25,1573.7,0.2273
2022-10-22,2022,4,10,October,Asia Pacific,India,Office Supplies,Paper,Consumer,16,21.76,348.16,246.08,102.08,0.2932
2022-11-28,2022,4,11,November,Europe,Germany,Clothing,Kids,Home Office,12,14.99,179.88,76.85,103.03,0.5728
2024-07-23,2024,3,7,July,North America,Mexico,Electronics,Laptops,Consumer,11,2474.81,27222.91,23815.98,3406.93,0.1251
2024-03-18,2024,1,3,March,North America,Canada,Electronics,Wearables,Small Business,4,294.3,1177.2,818.21,358.99,0.305
2022-04-10,2022,2,4,April,Asia Pacific,Japan,Electronics,Phones,Consumer,16,1088.57,17417.12,10999.84,6417.28,0.3684
2023-08-30,2023,3,8,August,Europe,France,Furniture,Chairs,Corporate,18,504.64,9083.52,5646.67,3436.85,0.3784
2023-02-19,2023,1,2,February,North America,Mexico,Furniture,Storage,Corporate,4,652.2,2608.8,2111.35,497.45,0.1907
2024-10-18,2024,4,10,October,North America,Canada,Clothing,Women,Consumer,13,46.34,602.42,402.33,200.09,0.3321
2022-08-03,2022,3,8,August,North America,Mexico,Electronics,Laptops,Consumer,10,802.25,8022.5,5558.4,2464.1,0.3071
2023-01-24,2023,1,1,January,Asia Pacific,Australia,Office Supplies,Binders,Home Office,15,24.89,373.35,276.19,97.16,0.2602
2024-12-12,2024,4,12,December,Latin America,Argentina,Furniture,Storage,Consumer,10,496.18,4961.8,3986.78,975.02,0.1965
2023-12-30,2023,4,12,December,Asia Pacific,Australia,Electronics,Accessories,Consumer,1,19.52,19.52,12.44,7.08,0.3627
2023-12-14,2023,4,12,December,Asia Pacific,Singapore,Clothing,Kids,Home Office,5,44.02,220.1,150.38,69.72,0.3168
2024-03-04,2024,1,3,March,Europe,France,Electronics,Phones,Consumer,12,508.0,6096.0,4937.15,1158.85,0.1901
2022-07-25,2022,3,7,July,North America,Mexico,Clothing,Kids,Consumer,9,43.06,387.54,250.58,136.96,0.3534
2024-09-02,2024,3,9,September,North America,United States,Electronics,Laptops,Corporate,1,1800.01,1800.01,1150.09,649.92,0.3611
2022-05-17,2022,2,5,May,Asia Pacific,Australia,Electronics,Accessories,Home Office,5,143.87,719.35,464.57,254.78,0.3542
2023-12-26,2023,4,12,December,Asia Pacific,China,Electronics,Wearables,Corporate,5,126.09,630.45,538.06,92.39,0.1465
2023-11-10,2023,4,11,November,Europe,Italy,Furniture,Tables,Consumer,14,1039.83,14557.62,10039.64,4517.98,0.3104
2023-10-22,2023,4,10,October,Asia Pacific,Japan,Electronics,Phones,Home Office,9,519.05,4671.45,3011.23,1660.22,0.3554
2022-10-22,2022,4,10,October,North America,Canada,Clothing,Footwear,Corporate,7,186.91,1308.37,861.78,446.59,0.3413
2024-02-18,2024,1,2,February,Europe,Italy,Clothing,Footwear,Home Office,9,182.45,1642.05,996.33,645.72,0.3932
2023-11-15,2023,4,11,November,North America,United States,Furniture,Desks,Home Office,3,711.51,2134.53,1383.97,750.56,0.3516
2024-12-03,2024,4,12,December,North America,Canada,Furniture,Chairs,Consumer,7,397.33,2781.31,2045.7,735.61,0.2645
2024-01-12,2024,1,1,January,Europe,Germany,Furniture,Desks,Small Business,11,392.99,4322.89,2561.56,1761.33,0.4074
2024-03-19,2024,1,3,March,Asia Pacific,India,Electronics,Laptops,Consumer,6,2245.61,13473.66,9535.29,3938.37,0.2923
2022-10-08,2022,4,10,October,Europe,Germany,Furniture,Desks,Consumer,8,1216.76,9734.08,5541.16,4192.92,0.4307
2022-03-03,2022,1,3,March,Latin America,Colombia,Electronics,Wearables,Consumer,8,382.23,3057.84,2527.08,530.76,0.1736
2022-12-05,2022,4,12,December,Latin America,Chile,Clothing,Men,Corporate,2,46.06,92.12,51.44,40.68,0.4416
2023-07-08,2023,3,7,July,Asia Pacific,China,Office Supplies,Paper,Consumer,7,8.88,62.16,35.43,26.73,0.43
2022-03-26,2022,1,3,March,North America,Mexico,Electronics,Laptops,Small Business,14,1924.06,26936.84,17084.94,9851.9,0.3657
2024-12-14,2024,4,12,December,Europe,Spain,Clothing,Footwear,Corporate,13,108.4,1409.2,798.81,610.39,0.4331
2024-12-06,2024,4,12,December,North America,United States,Furniture,Storage,Consumer,12,343.27,4119.24,2672.88,1446.36,0.3511
2024-10-09,2024,4,10,October,Europe,France,Furniture,Desks,Corporate,16,556.83,8909.28,5108.01,3801.27,0.4267
2023-10-02,2023,4,10,October,North America,Canada,Electronics,Wearables,Small Business,9,158.44,1425.96,953.44,472.52,0.3314
2023-12-29,2023,4,12,December,Asia Pacific,China,Furniture,Chairs,Corporate,6,141.4,848.4,648.05,200.35,0.2362
2023-01-07,2023,1,1,January,Latin America,Peru,Office Supplies,Paper,Corporate,1,22.74,22.74,15.49,7.25,0.3188
2022-09-04,2022,3,9,September,Asia Pacific,Australia,Clothing,Footwear,Corporate,6,79.33,475.98,234.55,241.43,0.5072
2023-04-15,2023,2,4,April,North America,Canada,Office Supplies,Binders,Consumer,3,32.52,97.56,54.78,42.78,0.4385
2024-09-16,2024,3,9,September,Europe,Germany,Office Supplies,Binders,Corporate,15,24.16,362.4,189.11,173.29,0.4782
2024-07-18,2024,3,7,July,Asia Pacific,Australia,Furniture,Tables,Corporate,14,1091.1,15275.4,9638.87,5636.53,0.369
2024-09-29,2024,3,9,September,Asia Pacific,Australia,Clothing,Men,Consumer,8,118.01,944.08,571.06,373.02,0.3951
2023-10-01,2023,4,10,October,Asia Pacific,Singapore,Clothing,Men,Home Office,5,170.55,852.75,484.09,368.66,0.4323
2022-02-13,2022,1,2,February,Asia Pacific,Australia,Office Supplies,Appliances,Consumer,15,107.71,1615.65,895.97,719.68,0.4454
2022-07-18,2022,3,7,July,North America,Mexico,Furniture,Tables,Consumer,2,583.6,1167.2,736.19,431.01,0.3693
2024-02-20,2024,1,2,February,Europe,Italy,Electronics,Wearables,Small Business,4,129.24,516.96,395.09,121.87,0.2357
2024-07-23,2024,3,7,July,Asia Pacific,China,Furniture,Storage,Small Business,1,581.85,581.85,434.58,147.27,0.2531
2024-04-11,2024,2,4,April,Latin America,Peru,Electronics,Phones,Consumer,6,865.73,5194.38,3572.76,1621.62,0.3122
2024-04-06,2024,2,4,April,North America,United States,Furniture,Chairs,Small Business,16,255.82,4093.12,2262.82,1830.3,0.4472
2022-09-14,2022,3,9,September,North America,Canada,Clothing,Footwear,Small Business,3,164.32,492.96,336.86,156.1,0.3167
2023-05-22,2023,2,5,May,Asia Pacific,China,Office Supplies,Paper,Corporate,6,16.41,98.46,47.73,50.73,0.5152
